name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
west bengal,2006-01-21,29.1,15.1,21.6,27.7,15.1,21.4,12.1,59.7,,0,0,,,,,13,,,1.3,2,,,,,2006-01-21T06:18:37,2006-01-21T17:17:04,0.7,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-22,27.1,16.1,21,26.3,16.1,21,10.9,57,,0,0,,,,,16.6,,,0,2.3,,,,,2006-01-22T06:18:29,2006-01-22T17:17:46,0.75,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-23,26.1,11.1,18.8,26.1,11.1,18.8,10.9,65.7,,0,0,,,,,9.4,,,0,2.1,,,,,2006-01-23T06:18:19,2006-01-23T17:18:28,0.8,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-24,23.1,14.1,18.2,23.1,14.1,18.2,11.1,64.9,,0,0,,,,,14.8,,,60,2,,,,,2006-01-24T06:18:08,2006-01-24T17:19:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-01-25,24.1,13,17.6,24.1,13,17.6,8.1,56.7,,0,0,,,,,11.2,,,13.5,2.4,,,,,2006-01-25T06:17:55,2006-01-25T17:19:51,0.9,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-26,24.1,10.1,17.2,24.1,10.1,17.2,7.8,58.4,,0,0,,,,,16.6,,,0,2.1,,,,,2006-01-26T06:17:41,2006-01-26T17:20:32,0.94,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-27,25.1,13,19,25.1,13,19,11.8,65,,0,0,,,,,13,,,0,1.8,,,,,2006-01-27T06:17:26,2006-01-27T17:21:13,0.97,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-28,26.1,13,19.2,26.1,13,19.2,12.8,70.1,,0,0,,,,,11.2,,,0,1.8,,,,,2006-01-28T06:17:09,2006-01-28T17:21:54,1,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-29,27.1,12.1,19.1,26.5,12.1,19,11.7,67.8,,0,0,,,,,11.2,,,0,1.8,,,,,2006-01-29T06:16:51,2006-01-29T17:22:35,1,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-30,27.1,13,19.6,26.7,13,19.5,12.3,68.4,,0,0,,,,,11.2,,,0,1.5,,,,,2006-01-30T06:16:32,2006-01-30T17:23:15,0.01,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-01-31,27.1,13,19.5,27,13,19.5,14.2,75.6,,0,0,,,,,9.4,,,0,1.2,,,,,2006-01-31T06:16:11,2006-01-31T17:23:54,0.03,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-01,28.1,14.1,20.8,28.1,14.1,20.8,15.1,73.4,,0,0,,,,,9.4,,,0,1.3,,,,,2006-02-01T06:15:50,2006-02-01T17:24:34,0.06,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-02,28.1,15.1,21.3,28.6,15.1,21.4,16.7,77.3,,0,0,,,,,5.4,,,11.7,1.3,,,,,2006-02-02T06:15:26,2006-02-02T17:25:13,0.1,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-03,30.1,15.1,21.8,29.5,15.1,21.8,15.3,69.5,,0,0,,,,,9.4,,,0,1.3,,,,,2006-02-03T06:15:02,2006-02-03T17:25:52,0.16,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-04,28.1,17.1,20.9,27.4,17.1,20.9,13.8,67.4,,0,0,,,,,9.4,,,0,1.8,,,,,2006-02-04T06:14:36,2006-02-04T17:26:30,0.21,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-05,29.1,15.1,21.7,27.7,15.1,21.5,10.9,54.7,,0,0,,,,,13,,,0,2.1,,,,,2006-02-05T06:14:09,2006-02-05T17:27:08,0.26,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-06,29.1,15.1,21.3,28.9,15.1,21.2,14.5,68.8,,0,0,,,,,13,,,0,1.4,,,,,2006-02-06T06:13:41,2006-02-06T17:27:45,0.31,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-07,28.1,15.1,21.2,27.7,15.1,21.1,13.9,67.2,,0,0,,,,,0,,,0,1.4,,,,,2006-02-07T06:13:12,2006-02-07T17:28:22,0.36,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-08,29.1,15.1,21.7,28.4,15.1,21.6,14.1,65.9,,0,0,,,,,9.4,,,0,1.9,,,,,2006-02-08T06:12:42,2006-02-08T17:28:59,0.4,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-09,30.1,16.1,22,28.6,16.1,21.8,14.5,66.7,,0,0,,,,,5.4,,,17.1,1.3,,,,,2006-02-09T06:12:10,2006-02-09T17:29:35,0.44,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-10,31.1,16.1,23.1,29.9,16.1,22.8,14.6,63.3,,0,0,,,,,7.6,,,9.1,1.4,,,,,2006-02-10T06:11:37,2006-02-10T17:30:10,0.47,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-11,29.1,18.1,22.6,28.9,18.1,22.5,15.3,66,,0,0,,,,,9.4,,,0,1.5,,,,,2006-02-11T06:11:03,2006-02-11T17:30:45,0.49,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-12,30.1,17.1,22.2,29.5,17.1,22.2,15.9,71.4,,0,0,,,,,5.4,,,4.5,1.6,,,,,2006-02-12T06:10:28,2006-02-12T17:31:20,0.5,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-13,30.1,17.1,23.3,29.5,17.1,23.2,15,62.9,,0,0,,,,,13,,,5.3,2.1,,,,,2006-02-13T06:09:52,2006-02-13T17:31:54,0.5,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-14,32.1,17.1,24.4,30.6,17.1,24,14.4,60.5,,0,0,,,,,13,,,2.9,2.1,,,,,2006-02-14T06:09:15,2006-02-14T17:32:28,0.51,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-15,35.1,19.1,26.6,34.1,19.1,26.3,16.3,59,,0,0,,,,,11.2,,,18.2,2.3,,,,,2006-02-15T06:08:37,2006-02-15T17:33:01,0.53,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-16,34.1,22.1,27.6,34.6,22.1,27.8,18.7,61.9,,0,0,,,,,13,,,1.4,3.2,,,,,2006-02-16T06:07:58,2006-02-16T17:33:34,0.55,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-17,33.1,21.1,27,31.6,21.1,26.6,16.3,56.9,,0,0,,,,,11.2,,,0,2.4,,,,,2006-02-17T06:07:18,2006-02-17T17:34:06,0.58,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-18,33.1,21.1,26.5,34.1,21.1,27,20.1,71,,0,0,,,,,13,,,13.2,2,,,,,2006-02-18T06:06:37,2006-02-18T17:34:38,0.62,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-19,33.1,21.1,26.7,34.7,21.1,27.3,20.6,72,,0,0,,,,,11.2,,,33.2,2.2,,,,,2006-02-19T06:05:55,2006-02-19T17:35:09,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42809099999
west bengal,2006-02-20,31.1,23.1,26.4,33.1,23.1,27.2,20.9,74.1,,0,0,,,,,9.4,,,38.8,2,,,,,2006-02-20T06:05:12,2006-02-20T17:35:40,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-02-21,33.1,21.1,26.7,33.1,21.1,27,18.9,64.8,,0,0,,,,,11.2,,,1.4,1.9,,,,,2006-02-21T06:04:29,2006-02-21T17:36:11,0.76,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-22,35.1,22.1,28,33.8,22.1,27.7,17.4,58.4,,0,0,,,,,11.2,,,6.8,2.1,,,,,2006-02-22T06:03:44,2006-02-22T17:36:41,0.82,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-23,35.1,22.1,27.6,33.3,22.1,27.1,16.5,57.1,,0,0,,,,,13,,,0,2.3,,,,,2006-02-23T06:02:59,2006-02-23T17:37:10,0.87,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-24,35.1,20.1,27.1,33.5,20.1,26.6,15.9,56.8,,0,0,,,,,13,,,0,2.7,,,,,2006-02-24T06:02:13,2006-02-24T17:37:39,0.92,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-25,36.1,19.1,26.8,34.3,19.1,26.3,15.8,57.9,,0,0,,,,,11.2,,,0,2.3,,,,,2006-02-25T06:01:26,2006-02-25T17:38:08,0.96,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-26,37.1,19.1,28.1,35,19.1,27.6,15.4,56.1,,0,0,,,,,11.2,,,3.9,2.7,,,,,2006-02-26T06:00:38,2006-02-26T17:38:36,0.99,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-27,37.1,20.1,29.4,35.9,20.1,28.8,15,46.4,,0,0,,,,,9.4,,,0,2.5,,,,,2006-02-27T05:59:50,2006-02-27T17:39:04,1,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-02-28,34.1,22.1,27.3,33,22.1,27,17.2,58.6,,0,0,,,,,11.2,,,0,2.4,,,,,2006-02-28T05:59:01,2006-02-28T17:39:31,0,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-01,31.1,21.1,26,31.9,21.1,26.1,17.8,62.8,,0,0,,,,,7.6,,,10,2.4,,,,,2006-03-01T05:58:11,2006-03-01T17:39:58,0.02,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-02,31.1,21.1,25.7,30.1,21.1,25.4,15.5,57.9,,0,0,,,,,11.2,,,55,2.5,,,,,2006-03-02T05:57:21,2006-03-02T17:40:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-03,30.1,19.1,24.7,29.5,19.1,24.6,15.1,57.2,,0,0,,,,,9.4,,,29.1,2.4,,,,,2006-03-03T05:56:30,2006-03-03T17:40:51,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-04,32.1,19.1,25.1,33.6,19.1,25.7,18.5,68.7,,0,0,,,,,13,,,46.1,2.3,,,,,2006-03-04T05:55:38,2006-03-04T17:41:17,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,42809099999
west bengal,2006-03-05,30.1,21.1,24.9,32,21.1,25.1,18.7,70.7,,0,0,,,,,9.4,,,57.9,2.6,,,,,2006-03-05T05:54:46,2006-03-05T17:41:42,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-06,33.1,20.1,26.3,33.6,20.1,26.6,18.8,66.9,,0,0,,,,,11.2,,,13,2.5,,,,,2006-03-06T05:53:54,2006-03-06T17:42:07,0.23,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-07,33.1,22.1,27.7,34.7,22.1,28.4,20.1,66,,0,0,,,,,9.4,,,28.5,2.7,,,,,2006-03-07T05:53:01,2006-03-07T17:42:32,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-08,33.1,21.1,27.4,33.6,21.1,28.1,19.9,66.8,,0,0,,,,,9.4,,,37.1,2.4,,,,,2006-03-08T05:52:07,2006-03-08T17:42:57,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-09,34.1,23.1,28.1,34.6,23.1,28.5,18.7,59.4,,0,0,,,,,9.4,,,27.8,2.5,,,,,2006-03-09T05:51:13,2006-03-09T17:43:21,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,42809099999
west bengal,2006-03-10,34.1,24.1,28.8,35.9,24.1,29.7,19.4,58.4,,0,0,,,,,7.6,,,42.2,2.3,,,,,2006-03-10T05:50:18,2006-03-10T17:43:45,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-11,25.1,19.1,23.1,25.1,19.1,23.1,17.3,70.1,,0,0,,,,,18.4,,,77.3,3.1,,,,,2006-03-11T05:49:24,2006-03-11T17:44:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-12,30.1,18.1,23.9,30.1,18.1,24,17,68.1,,0,0,,,,,9.4,,,55,3,,,,,2006-03-12T05:48:29,2006-03-12T17:44:32,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-13,30.1,20.1,25.6,30.9,20.1,26,18.5,66.8,,0,0,,,,,9.4,,,36.4,2.5,,,,,2006-03-13T05:47:33,2006-03-13T17:44:55,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-14,32.1,21.1,26.1,33,21.1,26.4,18.8,66.9,,0,0,,,,,7.6,,,30.9,2.5,,,,,2006-03-14T05:46:37,2006-03-14T17:45:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-15,34.1,23.1,28,35.2,23.1,28.4,18.6,59.3,,0,0,,,,,14.8,,,51.3,2.9,,,,,2006-03-15T05:45:41,2006-03-15T17:45:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-16,31.1,21.1,25.2,31.9,21.1,25.5,18.4,68.4,,0,0,,,,,11.2,,,61.4,2.2,,,,,2006-03-16T05:44:45,2006-03-16T17:46:03,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-17,26.1,26.1,26.1,26.1,26.1,26.1,18.1,61.4,,0,0,,,,,0,,,30,3,,,,,2006-03-17T05:43:48,2006-03-17T17:46:25,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-18,,,,,,,,,,,0,,,,,,,,,,,,,,2006-03-18T05:42:51,2006-03-18T17:46:47,0.56,,,,
west bengal,2006-03-19,,,,,,,,,,,0,,,,,,,,,,,,,,2006-03-19T05:41:54,2006-03-19T17:47:09,0.6,,,,
west bengal,2006-03-20,,,,,,,,,,,0,,,,,,,,,,,,,,2006-03-20T05:40:57,2006-03-20T17:47:31,0.64,,,,
west bengal,2006-03-21,34.1,26.1,28.8,37.4,26.1,29.3,18.1,54.2,,0,0,,,,,9.4,,,0,2.7,,,,,2006-03-21T05:40:00,2006-03-21T17:47:52,0.69,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-22,36.1,25.1,29.7,36.4,25.1,30.3,19.3,57.9,,0,0,,,,,11.2,,,17,3.3,,,,,2006-03-22T05:39:03,2006-03-22T17:48:14,0.74,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-23,34.1,23.1,28.9,32.3,23.1,28.4,14.7,47.9,,0,0,,,,,16.6,,,0,3.2,,,,,2006-03-23T05:38:05,2006-03-23T17:48:35,0.79,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-24,36.1,21.1,28.2,34.3,21.1,27.6,13.9,46.5,,0,0,,,,,7.6,,,0,3.3,,,,,2006-03-24T05:37:08,2006-03-24T17:48:57,0.85,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-25,38.1,24.1,30.5,37.3,24.1,30.9,17,47.7,,0,0,,,,,9.4,,,0,3.6,,,,,2006-03-25T05:36:10,2006-03-25T17:49:18,0.9,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-26,40.1,25.1,32.2,39.1,25.1,33.1,18.7,51.6,,0,0,,,,,11.2,,,5.5,3.7,,,,,2006-03-26T05:35:13,2006-03-26T17:49:39,0.94,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-27,38.1,27.1,31.2,37.3,28.3,32.7,18.8,53.1,,0,0,,,,,14.8,,,25.5,3.2,,,,,2006-03-27T05:34:16,2006-03-27T17:50:00,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-28,35.1,24.1,29.7,33.5,24.1,29.3,15.7,47,,0,0,,,,,14.8,,,46.1,3.2,,,,,2006-03-28T05:33:18,2006-03-28T17:50:21,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-29,35.1,24.1,29.1,33.3,24.1,28.5,14.1,43.3,,0,0,,,,,11.2,,,31.7,4,,,,,2006-03-29T05:32:21,2006-03-29T17:50:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-03-30,35.1,22.1,28.4,36.4,22.1,28.9,17.7,54.7,,0,0,,,,,9.4,,,17.1,3.5,,,,,2006-03-30T05:31:24,2006-03-30T17:51:03,0.01,Clear,Clear conditions throughout the day.,clear-day,42809099999
west bengal,2006-03-31,35.1,25.1,28.8,40.7,25.1,30.9,23.2,74.6,,0,0,,,,,14.8,,,39.1,3,,,,,2006-03-31T05:30:27,2006-03-31T17:51:24,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-01,35.1,25.1,29.3,39.5,25.1,32,23.3,73.1,,0,0,,,,,14.8,,,27.8,3.2,,,,,2006-04-01T05:29:30,2006-04-01T17:51:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-02,35.1,25.1,29.2,39.6,25.1,32.2,23.6,74.3,,0,0,,,,,14.8,,,32.5,3.7,,,,,2006-04-02T05:28:33,2006-04-02T17:52:06,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-03,34.1,26.1,29.3,42.1,26.1,33.6,24.3,75,,0,0,,,,,18.4,,,49.1,3.8,,,,,2006-04-03T05:27:37,2006-04-03T17:52:28,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-04,35.1,27.1,30.1,45.1,30.8,36.3,25.3,76.4,,0,0,,,,,18.4,,,55.2,4,,,,,2006-04-04T05:26:41,2006-04-04T17:52:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-05,35.1,27.1,30.5,45.1,30.8,37.3,25.6,76.5,,0,0,,,,,16.6,,,35.9,3.8,,,,,2006-04-05T05:25:45,2006-04-05T17:53:10,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42809099999
west bengal,2006-04-06,36.1,27.1,30.6,43.5,31.4,36.8,25.4,75.3,,0,0,,,,,16.6,,,22.5,3.9,,,,,2006-04-06T05:24:49,2006-04-06T17:53:31,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-07,34.1,27.1,29.9,42.1,30.8,35.8,25.4,78,,0,0,,,,,18.4,,,38.3,3.9,,,,,2006-04-07T05:23:54,2006-04-07T17:53:53,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-08,35.1,28.1,30.9,43.5,32.8,36.5,24.6,70.7,,0,0,,,,,18.4,,,63,3.9,,,,,2006-04-08T05:22:59,2006-04-08T17:54:14,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-09,34.1,27.1,30.4,40.7,30.8,35.6,24.3,71,,0,0,,,,,18.4,,,50,3.7,,,,,2006-04-09T05:22:04,2006-04-09T17:54:36,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-10,35.1,27.1,30.6,45.1,30.2,36.5,24.6,70.8,,0,0,,,,,22.3,,,48.2,4.2,,,,,2006-04-10T05:21:10,2006-04-10T17:54:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-11,36.1,27.1,30.8,44.8,30.2,37,25.1,72.8,,0,0,,,,,18.4,,,39.5,4.3,,,,,2006-04-11T05:20:16,2006-04-11T17:55:19,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-12,38.1,28.1,31.2,49.6,32.8,39.1,26.1,75.9,,0,0,,,,,16.6,,,33.6,3.9,,,,,2006-04-12T05:19:23,2006-04-12T17:55:41,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-13,36.1,25.1,30.1,45.5,25.1,36,24.8,74,,0,0,,,,,18.4,,,58.3,3.9,,,,,2006-04-13T05:18:30,2006-04-13T17:56:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-14,35.1,25.1,29.4,46.9,25.1,35.3,24.8,76.9,,0,0,,,,,14.8,,,52.6,3.6,,,,,2006-04-14T05:17:37,2006-04-14T17:56:26,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-15,37.1,28.1,32.1,42.1,33.7,38.1,24.5,68,,0,0,,,,,13,,,58.3,3.6,,,,,2006-04-15T05:16:45,2006-04-15T17:56:48,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-16,32.1,25.1,29.4,36.3,25.1,32.2,21.9,65.8,,0,0,,,,,13,,,60.4,3,,,,,2006-04-16T05:15:54,2006-04-16T17:57:11,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
west bengal,2006-04-17,33.1,25.1,28.7,35.4,25.1,30,20.6,63.8,,0,0,,,,,13,,,77.8,2.8,,,,,2006-04-17T05:15:03,2006-04-17T17:57:34,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42809099999
